stat,range
2054,2321.735530235573
2055,2322.2378887611203
2056,2322.7402276614494
2057,2323.242546967814
2058,2323.7448467114195
2059,2324.2471269234234
2060,2324.7493876349345
2061,2325.2516288770144
2062,2325.7538506806764
2063,2326.2560530768874
2064,2326.7582360965635
2065,2327.260399770577
2066,2327.762544129751
2067,2328.2646692048606
2068,2328.766775026634
2069,2329.268861625754
2070,2329.770929032855
2071,2330.2729772785233
2072,2330.7750063932995
2073,2331.2770164076774
2074,2331.779007352104
2075,2332.2809792569797
2076,2332.7829321526588
2077,2333.284866069447
2078,2333.7867810376074
2079,2334.288677087354
2080,2334.790554248854
2081,2335.2924125522313
2082,2335.794252027562
2083,2336.2960727048776
2084,2336.797874614161
2085,2337.2996577853523
2086,2337.8014222483453
2087,2338.303168032987
2088,2338.80489516908
2089,2339.306603686381
2090,2339.808293614603
2091,2340.309964983411
2092,2340.811617822427
2093,2341.313252161227
2094,2341.8148680293425
2095,2342.3164654562606
2096,2342.818044471422
2097,2343.319605104225
2098,2343.821147384021
2099,2344.322671340119
2100,2344.8241770017817
2101,2345.325664398228
2102,2345.8271335586337
2103,2346.328584512129
2104,2346.8300172878016
2105,2347.3314319146925
2106,2347.832828421801
2107,2348.3342068380825
2108,2348.8355671924473
2109,2349.3369095137627
2110,2349.8382338308543
2111,2350.339540172501
2112,2350.84082856744
2113,2351.342099044364
2114,2351.8433516319255
2115,2352.34458635873
2116,2352.8458032533413
2117,2353.3470023442815
2118,2353.8481836600276
2119,2354.349347229016
2120,2354.8504930796385
2121,2355.351621240245
2122,2355.852731739143
2123,2356.353824604597
2124,2356.854899864829
2125,2357.3559575480185
2126,2357.856997682304
2127,2358.3580202957805
2128,2358.859025416501
2129,2359.3600130724762
2130,2359.860983291677
2131,2360.3619361020287
2132,2360.8628715314185
2133,2361.3637896076893
2134,2361.8646903586437
2135,2362.3655738120415
2136,2362.866439995603
2137,2363.3672889370046
2138,2363.8681206638835
2139,2364.3689352038346
2140,2364.8697325844114
2141,2365.370512833127
2142,2365.871275977453
2143,2366.372022044821
2144,2366.8727510626195
2145,2367.373463058199
2146,2367.8741580588667
2147,2368.374836091891
2148,2368.8754971844996
2149,2369.3761413638777
2150,2369.8767686571737
2151,2370.377379091492
2152,2370.8779726938988
2153,2371.3785494914187
2154,2371.879109511038
2155,2372.3796527797026
2156,2372.880179324317
2157,2373.3806891717463
2158,2373.881182348817
2159,2374.381658882315
2160,2374.8821187989856
2161,2375.382562125537
2162,2375.882988888635
2163,2376.3833991149077
2164,2376.883792830944
2165,2377.3841700632925
2166,2377.8845308384625
2167,2378.384875182925
2168,2378.8852031231118
2169,2379.385514685415
2170,2379.885809896189
2171,2380.3860887817477
2172,2380.8863513683677
2173,2381.386597682286
2174,2381.8868277497004
2175,2382.387041596772
2176,2382.887239249622
2177,2383.3874207343333
2178,2383.887586076951
2179,2384.387735303481
2180,2384.8878684398915
2181,2385.3879855121127
2182,2385.888086546037
2183,2386.388171567518
2184,2386.8882406023718
2185,2387.388293676376
2186,2387.8883308152717
2187,2388.3883520447616
2188,2388.888357390509
2189,2389.3883468781437
2190,2389.8883205332536
2191,2390.388278381392
2192,2390.888220448074
2193,2391.3881467587767
2194,2391.888057338941
2195,2392.38795221397
2196,2392.8878314092294
2197,2393.3876949500495
2198,2393.8875428617216
2199,2394.3873751695
2200,2394.887191898605
2201,2395.3869930742167
2202,2395.886778721481
2203,2396.3865488655056
2204,2396.8863035313625
2205,2397.386042744087
2206,2397.8857665286773
2207,2398.3854749100956
2208,2398.8851679132686
2209,2399.3848455630864
2210,2399.8845078844024
2211,2400.3841549020335
2212,2400.8837866407625
2213,2401.3834031253336
2214,2401.883004380458
2215,2402.3825904308073
2216,2402.8821613010214
2217,2403.3817170157017
2218,2403.8812575994157
2219,2404.380783076694
2220,2404.8802934720316
2221,2405.3797888098898
2222,2405.8792691146923
2223,2406.378734410829
2224,2406.878184722654
2225,2407.377620074486
2226,2407.8770404906086
2227,2408.3764459952718
2228,2408.8758366126876
2229,2409.3752123670356
2230,2409.8745732824605
2231,2410.3739193830697
2232,2410.873250692939
2233,2411.372567236107
2234,2411.87186903658
2235,2412.371156118327
2236,2412.870428505285
2237,2413.3696862213546
2238,2413.8689292904037
2239,2414.368157736265
2240,2414.8673715827363
2241,2415.366570853583
2242,2415.8657555725354
2243,2416.3649257632887
2244,2416.8640814495056
2245,2417.3632226548148
2246,2417.8623494028093
2247,2418.3614617170506
2248,2418.8605596210655
2249,2419.359643138346
2250,2419.8587122923527
2251,2420.357767106511
2252,2420.8568076042134
2253,2421.355833808818
2254,2421.8548457436505
2255,2422.353843432003
2256,2422.8528268971345
2257,2423.35179616227
2258,2423.850751250603
2259,2424.3496921852916
2260,2424.8486189894625
2261,2425.347531686209
2262,2425.8464302985917
2263,2426.3453148496374
2264,2426.8441853623412
2265,2427.3430418596654
2266,2427.8418843645386
2267,2428.3407128998565
2268,2428.8395274884847
2269,2429.338328153254
2270,2429.8371149169634
2271,2430.335887802379
2272,2430.8346468322366
2273,2431.3333920292366
2274,2431.8321234160485
2275,2432.3308410153113
2276,2432.82954484963
2277,2433.3282349415776
2278,2433.8269113136953
2279,2434.3255739884926
2280,2434.8242229884477
2281,2435.3228583360064
2282,2435.821480053581
2283,2436.3200881635557
2284,2436.8186826882793
2285,2437.3172636500726
2286,2437.8158310712215
2287,2438.3143849739827
2288,2438.81292538058
2289,2439.311452313207
2290,2439.8099657940247
2291,2440.3084658451644
2292,2440.8069524887255
2293,2441.3054257467757
2294,2441.803885641351
2295,2442.302332194459
2296,2442.800765428073
2297,2443.299185364138
2298,2443.7975920245667
2299,2444.2959854312417
2300,2444.794365606014
2301,2445.292732570704
2302,2445.7910863471034
2303,2446.28942695697
2304,2446.787754422033
2305,2447.2860687639914
2306,2447.7843700045123
2307,2448.2826581652334
2308,2448.780933267761
2309,2449.2791953336746
2310,2449.777444384518
2311,2450.275680441808
2312,2450.7739035270324
2313,2451.2721136616465
2314,2451.770310867076
2315,2452.2684951647175
2316,2452.7666665759366
2317,2453.2648251220703
2318,2453.762970824426
2319,2454.261103704278
2320,2454.759223782875
2321,2455.257331081434
2322,2455.755425621143
2323,2456.2535074231596
2324,2456.7515765086127
2325,2457.2496328986017
2326,2457.7476766141963
2327,2458.2457076764363
2328,2458.7437261063333
2329,2459.241731924869
2330,2459.739725152996
2331,2460.237705811638
2332,2460.7356739216893
2333,2461.2336295040154
2334,2461.731572579452
2335,2462.229503168807
2336,2462.7274212928573
2337,2463.225326972355
2338,2463.723220228019
2339,2464.221101080542
2340,2464.718969550587
2341,2465.2168256587893
2342,2465.7146694257544
2343,2466.2125008720595
2344,2466.710320018254
2345,2467.2081268848583
2346,2467.705921492365
2347,2468.203703861237
2348,2468.7014740119102
2349,2469.1992319647916
2350,2469.69697774026
2351,2470.194711358667
2352,2470.692432840334
2353,2471.1901422055575
2354,2471.687839474602
2355,2472.185524667707
2356,2472.683197805083
2357,2473.1808589069133
2358,2473.678507993352
2359,2474.1761450845274
2360,2474.6737702005385
2361,2475.1713833614567
2362,2475.6689845873266
2363,2476.166573898164
2364,2476.6641513139593
2365,2477.161716854673
2366,2477.6592705402395
2367,2478.156812390565
2368,2478.654342425529
2369,2479.151860664984
2370,2479.6493671287544
2371,2480.1468618366375
2372,2480.644344808404
2373,2481.1418160637973
2374,2481.6392756225328
2375,2482.1367235043
2376,2482.634159728761
2377,2483.131584315552
2378,2483.6289972842796
2379,2484.1263986545264
2380,2484.623788445847
2381,2485.121166677769
2382,2485.618533369793
2383,2486.115888541395
2384,2486.6132322120225
2385,2487.1105644010954
2386,2487.6078851280113
2387,2488.105194412136
2388,2488.6024922728125
2389,2489.099778729356
2390,2489.597053801056
2391,2490.094317507175
2392,2490.59156986695
2393,2491.088810899592
2394,2491.5860406242837
2395,2492.0832590601835
2396,2492.5804662264245
2397,2493.077662142112
2398,2493.574846826326
2399,2494.07202029812
2400,2494.569182576524
2401,2495.066333680538
2402,2495.56347362914
2403,2496.0606024412796
2404,2496.557720135883
2405,2497.0548267318486
2406,2497.5519222480507
2407,2498.0490067033365
2408,2498.5460801165286
2409,2499.0431425064244
2410,2499.5401938917953
2411,2500.0372342913874
2412,2500.5342637239214
2413,2501.031282208092
2414,2501.5282897625702
2415,2502.025286406
2416,2502.522272157001
2417,2503.019247034168
2418,2503.5162110560705
2419,2504.013164241252
2420,2504.510106608232
2421,2505.0070381755045
2422,2505.503958961539
2423,2506.000868984779
2424,2506.4977682636445
2425,2506.99465681653
2426,2507.4915346618054
2427,2507.9884018178145
2428,2508.485258302879
2429,2508.982104135294
2430,2509.47893933333
2431,2509.975763915234
2432,2510.4725778992274
2433,2510.969381303508
2434,2511.466174146248
2435,2511.9629564455963
2436,2512.4597282196773
2437,2512.9564894865894
2438,2513.45324026441
2439,2513.949980571188
2440,2514.446710424952
2441,2514.943429843704
2442,2515.440138845423
2443,2515.9368374480628
2444,2516.433525669555
2445,2516.9302035278047
2446,2517.426871040696
2447,2517.923528226085
2448,2518.420175101808
2449,2518.916811685676
2450,2519.4134379954744
2451,2519.9100540489676
2452,2520.4066598638947
2453,2520.9032554579708
2454,2521.399840848889
2455,2521.8964160543164
2456,2522.392981091899
2457,2522.8895359792573
2458,2523.3860807339893
2459,2523.882615373669
2460,2524.3791399158476
2461,2524.8756543780523
2462,2525.3721587777877
2463,2525.868653132534
2464,2526.365137459749
2465,2526.861611776866
2466,2527.3580761012986
2467,2527.8545304504323
2468,2528.3509748416323
2469,2528.8474092922406
2470,2529.3438338195765
2471,2529.8402484409344
2472,2530.3366531735883
2473,2530.8330480347868
2474,2531.3294330417575
2475,2531.8258082117036
2476,2532.322173561807
2477,2532.8185291092263
2478,2533.3148748710964
2479,2533.8112108645296
2480,2534.307537106618
2481,2534.803853614428
2482,2535.3001604050055
2483,2535.7964574953717
2484,2536.292744902528
2485,2536.78902264345
2486,2537.2852907350943
2487,2537.7815491943934
2488,2538.2777980382566
2489,2538.7740372835724
2490,2539.2702669472064
2491,2539.7664870460017
2492,2540.262697596779
2493,2540.758898616338
2494,2541.255090121456
2495,2541.7512721288854
2496,2542.2474446553606
2497,2542.743607717591
2498,2543.239761332266
2499,2543.735905516052
2500,2544.232040285592
2501,2544.7281656575105
2502,2545.2242816484077
2503,2545.7203882748627
2504,2546.2164855534315
2505,2546.7125735006516
2506,2547.2086521330343
2507,2547.7047214670733
2508,2548.2007815192383
2509,2548.696832305977
2510,2549.192873843718
2511,2549.6889061488664
2512,2550.1849292378056
2513,2550.6809431268994
2514,2551.1769478324873
2515,2551.6729433708897
2516,2552.168929758405
2517,2552.6649070113103
2518,2553.1608751458602
2519,2553.656834178291
2520,2554.152784124814
2521,2554.648725001622
2522,2555.1446568248857
2523,2555.6405796107542
2524,2556.136493375356
2525,2556.6323981347996
2526,2557.1282939051707
2527,2557.6241807025344
2528,2558.120058542936
2529,2558.615927442398
2530,2559.111787416923
2531,2559.6076384824937
2532,2560.1034806550706
2533,2560.5993139505936
2534,2561.095138384982
2535,2561.590953974134
2536,2562.0867607339287
2537,2562.582558680222
2538,2563.0783478288517
2539,2563.574128195633
2540,2564.069899796362
2541,2564.565662646812
2542,2565.0614167627396
2543,2565.5571621598774
2544,2566.0528988539395
2545,2566.5486268606182
2546,2567.0443461955865
2547,2567.5400568744985
2548,2568.0357589129835
2549,2568.531452326655
2550,2569.0271371311046
2551,2569.5228133419027
2552,2570.0184809746015
2553,2570.514140044732
2554,2571.009790567804
2555,2571.5054325593096
2556,2572.001066034719
2557,2572.496691009483
2558,2572.9923074990324
2559,2573.4879155187787
2560,2573.9835150841127
2561,2574.4791062104046
2562,2574.974688913006
2563,2575.470263207249
2564,2575.9658291084443
2565,2576.4613866318846
2566,2576.9569357928413
2567,2577.4524766065665
2568,2577.9480090882944
2569,2578.443533253237
2570,2578.9390491165877
2571,2579.434556693521
2572,2579.9300559991907
2573,2580.425547048732
2574,2580.9210298572602
2575,2581.4165044398715
2576,2581.9119708116423
2577,2582.4074289876294
2578,2582.902878982871
2579,2583.3983208123855
2580,2583.8937544911714
2581,2584.3891800342103
2582,2584.884597456461
2583,2585.380006772866
2584,2585.8754079983473
2585,2586.370801147808
2586,2586.866186236132
2587,2587.361563278185
2588,2587.8569322888115
2589,2588.35229328284
2590,2588.8476462750773
2591,2589.3429912803126
2592,2589.8383283133157
2593,2590.333657388838
2594,2590.8289785216116
2595,2591.3242917263497
2596,2591.819597017747
2597,2592.314894410479
2598,2592.8101839192036
2599,2593.305465558558
2600,2593.800739343162
2601,2594.2960052876174
2602,2594.7912634065046
2603,2595.2865137143895
2604,2595.7817562258165
2605,2596.2769909553112
2606,2596.772217917382
2607,2597.267437126519
2608,2597.762648597193
2609,2598.257852343857
2610,2598.7530483809446
2611,2599.2482367228713
2612,2599.7434173840356
2613,2600.2385903788168
2614,2600.733755721575
2615,2601.228913426653
2616,2601.724063508375
2617,2602.2192059810477
2618,2602.7143408589595
2619,2603.209468156379
2620,2603.7045878875592
2621,2604.199700066733
2622,2604.6948047081164
2623,2605.189901825907
2624,2605.6849914342833
2625,2606.180073547409
2626,2606.6751481794254
2627,2607.1702153444603
2628,2607.66527505662
2629,2608.1603273299957
2630,2608.6553721786586
2631,2609.1504096166627
2632,2609.6454396580452
2633,2610.140462316825
2634,2610.6354776070025
2635,2611.1304855425615
2636,2611.6254861374678
2637,2612.1204794056684
2638,2612.6154653610947
2639,2613.1104440176596
2640,2613.6054153892574
2641,2614.1003794897674
2642,2614.5953363330473
2643,2615.090285932942
2644,2615.585228303276
2645,2616.080163457857
2646,2616.5750914104756
2647,2617.0700121749055
2648,2617.5649257649006
2649,2618.0598321942016
2650,2618.5547314765276
2651,2619.0496236255835
2652,2619.5445086550553
2653,2620.0393865786127
2654,2620.534257409908
2655,2621.0291211625763
2656,2621.5239778502346
2657,2622.0188274864845
2658,2622.5136700849093
2659,2623.008505659076
2660,2623.503334222534
2661,2623.998155788816
2662,2624.492970371437
2663,2624.9877779838966
2664,2625.482578639676
2665,2625.97737235224
2666,2626.472159135037
2667,2626.9669390014974
2668,2627.4617119650366
2669,2627.956478039052
2670,2628.4512372369236
2671,2628.945989572015
2672,2629.440735057674
2673,2629.9354737072317
2674,2630.430205534002
2675,2630.9249305512817
2676,2631.4196487723507
2677,2631.914360210475
2678,2632.4090648789
2679,2632.9037627908588
2680,2633.3984539595635
2681,2633.8931383982144
2682,2634.3878161199914
2683,2634.88248713806
2684,2635.377151465569
2685,2635.8718091156506
2686,2636.3664601014207
2687,2636.861104435979
2688,2637.3557421324085
2689,2637.8503732037757
2690,2638.3449976631323
2691,2638.839615523512
2692,2639.334226797933
2693,2639.828831499398
2694,2640.3234296408923
2695,2640.818021235386
2696,2641.312606295832
2697,2641.8071848351683
2698,2642.3017568663167
2699,2642.7963224021823
2700,2643.2908814556545
2701,2643.7854340396066
2702,2644.2799801668957
2703,2644.7745198503644
2704,2645.2690531028375
2705,2645.763579937124
2706,2646.258100366019
2707,2646.7526144022995
2708,2647.247122058728
2709,2647.741623348051
2710,2648.236118282999
2711,2648.7306068762864
2712,2649.225089140612
2713,2649.71956508866
2714,2650.214034733098
2715,2650.7084980865775
2716,2651.2029551617347
2717,2651.6974059711906
2718,2652.1918505275507
2719,2652.6862888434043
2720,2653.1807209313256
2721,2653.675146803873
2722,2654.16956647359
2723,2654.6639799530026
2724,2655.158387254625
2725,2655.652788390953
2726,2656.147183374468
2727,2656.641572217636
2728,2657.1359549329077
2729,2657.6303315327177
2730,2658.124702029487
2731,2658.6190664356186
2732,2659.1134247635036
2733,2659.6077770255147
2734,2660.1021232340127
2735,2660.59646340134
2736,2661.0907975398245
2737,2661.585125661781
2738,2662.0794477795075
2739,2662.573763905287
2740,2663.0680740513867
2741,2663.5623782300613
2742,2664.056676453548
2743,2664.5509687340696
2744,2665.0452550838345
2745,2665.5395355150363
2746,2666.0338100398517
2747,2666.5280786704448
2748,2667.0223414189636
2749,2667.516598297542
2750,2668.0108493182984
2751,2668.5050944933355
2752,2668.999333834743
2753,2669.493567354595
2754,2669.9877950649516
2755,2670.482016977856
2756,2670.976233105338
2757,2671.4704434594146
2758,2671.9646480520837
2759,2672.4588468953334
2760,2672.953040001134
2761,2673.447227381442
2762,2673.9414090481996
2763,2674.435585013334
2764,2674.929755288758
2765,2675.42391988637
2766,2675.9180788180543
2767,2676.41223209568
2768,2676.9063797311014
2769,2677.4005217361596
2770,2677.894658122681
2771,2678.3887889024763
2772,2678.8829140873427
2773,2679.377033689064
2774,2679.871147719408
2775,2680.3652561901295
2776,2680.8593591129675
2777,2681.3534564996485
2778,2681.847548361884
2779,2682.3416347113707
2780,2682.835715559792
2781,2683.329790918816
2782,2683.823860800098
2783,2684.317925215279
2784,2684.811984175984
2785,2685.306037693826
2786,2685.8000857804036
2787,2686.2941284473
2788,2686.788165706086
2789,2687.2821975683178
2790,2687.776224045537
2791,2688.2702451492714
2792,2688.7642608910355
2793,2689.258271282329
2794,2689.7522763346396
2795,2690.2462760594385
2796,2690.7402704681836
2797,2691.2342595723208
2798,2691.72824338328
2799,2692.2222219124787
2800,2692.71619517132
2801,2693.2101631711935
2802,2693.7041259234743
2803,2694.198083439525
2804,2694.6920357306935
2805,2695.185982808314
2806,2695.679924683707
2807,2696.173861368181
2808,2696.667792873029
2809,2697.1617192095314
2810,2697.6556403889526
2811,2698.149556422548
2812,2698.6434673215545
2813,2699.1373730971995
2814,2699.631273760694
2815,2700.125169323237
2816,2700.619059796015
2817,2701.112945190198
2818,2701.606825516945
2819,2702.1007007874
2820,2702.594571012696
2821,2703.08843620395
2822,2703.5822963722676
2823,2704.0761515287395
2824,2704.5700016844444
2825,2705.0638468504467
2826,2705.557687037798
2827,2706.051522257536
2828,2706.545352520687
2829,2707.039177838262
2830,2707.5329982212597
2831,2708.0268136806653
2832,2708.5206242274517
2833,2709.0144298725772
2834,2709.5082306269883
2835,2710.002026501618
2836,2710.4958175073853
2837,2710.9896036551977
2838,2711.483384955948
2839,2711.9771614205183
2840,2712.470933059775
2841,2712.964699884573
2842,2713.4584619057537
2843,2713.952219134146
2844,2714.4459715805665
2845,2714.939719255817
2846,2715.433462170688
2847,2715.927200335956
2848,2716.420933762386
2849,2716.9146624607283
2850,2717.4083864417225
2851,2717.902105716094
2852,2718.395820294555
2853,2718.8895301878065
2854,2719.3832354065357
2855,2719.8769359614175
2856,2720.3706318631134
2857,2720.8643231222736
2858,2721.3580097495333
2859,2721.851691755517
2860,2722.3453691508366
2861,2722.83904194609
2862,2723.332710151864
2863,2723.826373778731
2864,2724.3200328372536
2865,2724.813687337978
2866,2725.3073372914423
2867,2725.8009827081687
2868,2726.2946235986674
2869,2726.7882599734376
2870,2727.2818918429653
2871,2727.7755192177237
2872,2728.269142108173
2873,2728.762760524764
2874,2729.25637447793
2875,2729.7499839780976
2876,2730.2435890356765
2877,2730.7371896610666
2878,2731.2307858646545
2879,2731.7243776568143
2880,2732.2179650479093
2881,2732.7115480482894
2882,2733.205126668291
2883,2733.6987009182412
2884,2734.1922708084526
2885,2734.685836349226
2886,2735.1793975508513
2887,2735.672954423604
2888,2736.16650697775
2889,2736.6600552235413
2890,2737.153599171218
2891,2737.6471388310097
2892,2738.1406742131308
2893,2738.634205327786
2894,2739.127732185168
2895,2739.6212547954565
2896,2740.1147731688206
2897,2740.608287315415
2898,2741.101797245384
2899,2741.595302968861
2900,2742.088804495965
2901,2742.582301836805
2902,2743.0757950014777
2903,2743.569284000067
2904,2744.062768842646
2905,2744.5562495392755
2906,2745.049726100004
2907,2745.5431985348696
2908,2746.0366668538973
2909,2746.5301310671007
2910,2747.023591184481
2911,2747.51704721603
2912,2748.010499171724
2913,2748.50394706153
2914,2748.997390895405
2915,2749.4908306832895
2916,2749.9842664351168
2917,2750.4776981608056
2918,2750.9711258702655
2919,2751.464549573392
2920,2751.957969280071
2921,2752.451385000176
2922,2752.9447967435685
2923,2753.4382045200987
2924,2753.931608339606
2925,2754.4250082119174
2926,2754.9184041468484
2927,2755.411796154204
2928,2755.905184243776
2929,2756.3985684253475
2930,2756.891948708687
2931,2757.3853251035534
2932,2757.878697619694
2933,2758.372066266844
2934,2758.865431054728
2935,2759.3587919930596
2936,2759.8521490915405
2937,2760.345502359859
2938,2760.8388518076968
2939,2761.33219744472
2940,2761.825539280585
2941,2762.3188773249376
2942,2762.8122115874116
2943,2763.30554207763
2944,2763.7988688052033
2945,2764.2921917797325
2946,2764.785511010807
2947,2765.2788265080044
2948,2765.7721382808904
2949,2766.2654463390227
2950,2766.758750691944
2951,2767.252051349189
2952,2767.745348320279
2953,2768.238641614726
2954,2768.73193124203
2955,2769.225217211679
2956,2769.7184995331536
2957,2770.211778215919
2958,2770.705053269431
2959,2771.1983247031353
2960,2771.691592526467
2961,2772.184856748848
2962,2772.678117379691
2963,2773.1713744283975
2964,2773.6646279043575
2965,2774.157877816951
2966,2774.6511241755466
2967,2775.1443669895016
2968,2775.637606268164
2969,2776.130842020869
2970,2776.624074256942
2971,2777.1173029856977
2972,2777.6105282164403
2973,2778.103749958462
2974,2778.5969682210457
2975,2779.0901830134617
2976,2779.583394344972
2977,2780.0766022248263
2978,2780.569806662264
2979,2781.063007666513
2980,2781.556205246792
2981,2782.049399412308
2982,2782.542590172258
2983,2783.035777535828
2984,2783.5289615121933
2985,2784.0221421105193
2986,2784.5153193399597
2987,2785.008493209658
2988,2785.5016637287486
2989,2785.9948309063525
2990,2786.487994751584
2991,2786.981155273543
2992,2787.4743124813212
2993,2787.9674663839996
2994,2788.4606169906474
2995,2788.9537643103254
2996,2789.446908352082
2997,2789.940049124958
2998,2790.4331866379803
2999,2790.9263209001665
3000,2791.4194519205257
3001,2791.9125797080555
3002,2792.405704271741
3003,2792.898825620561
3004,2793.391943763481
3005,2793.8850587094576
3006,2794.3781704674357
3007,2794.8712790463514
3008,2795.36438445513
3009,2795.8574867026873
3010,2796.350585797926
3011,2796.843681749743
3012,2797.336774567022
3013,2797.8298642586365
3014,2798.3229508334502
3015,2798.8160343003187
3016,2799.309114668084
3017,2799.802191945581
3018,2800.295266141632
3019,2800.7883372650513
3020,2801.2814053246416
3021,2801.774470329196
3022,2802.267532287498
3023,2802.7605912083204
3024,2803.2536471004264
3025,2803.746699972569
3026,2804.2397498334913
3027,2804.732796691926
3028,2805.2258405565963
3029,2805.7188814362153
3030,2806.211919339486
3031,2806.7049542751015
3032,2807.197986251746
3033,2807.691015278091
3034,2808.1840413628015
3035,2808.6770645145302
3036,2809.170084741921
3037,2809.6631020536083
3038,2810.156116458215
3039,2810.649127964355
3040,2811.142136580634
3041,2811.6351423156457
3042,2812.1281451779746
3043,2812.621145176197
3044,2813.1141423188756
3045,2813.6071366145675
3046,2814.1001280718187
3047,2814.593116699164
3048,2815.0861025051304
3049,2815.5790854982342
3050,2816.072065686982
3051,2816.565043079872
3052,2817.0580176853905
3053,2817.5509895120153
3054,2818.0439585682157
3055,2818.5369248624497
3056,2819.0298884031668
3057,2819.522849198806
3058,2820.0158072577965
3059,2820.508762588559
3060,2821.001715199505
3061,2821.4946650990346
3062,2821.9876122955397
3063,2822.4805567974036
3064,2822.9734986129974
3065,2823.4664377506847
3066,2823.9593742188194
3067,2824.452308025746
3068,2824.945239179798
3069,2825.4381676893017
3070,2825.931093562573
3071,2826.4240168079177
3072,2826.916937433634
3073,2827.4098554480083
3074,2827.9027708593194
3075,2828.395683675836
3076,2828.8885939058187
3077,2829.381501557516
3078,2829.8744066391705
3079,2830.367309159013
3080,2830.8602091252656
3081,2831.353106546142
3082,2831.8460014298453
3083,2832.33889378457
3084,2832.8317836185015
3085,2833.324670939816
3086,2833.8175557566797
3087,2834.3104380772515
3088,2834.8033179096783
3089,2835.2961952620994
3090,2835.789070142646
3091,2836.2819425594375
3092,2836.7748125205862
3093,2837.267680034195
3094,2837.760545108357
3095,2838.253407751156
3096,2838.746267970668
3097,2839.2391257749587
3098,2839.731981172086
3099,2840.224834170096
3100,2840.7176847770284
3101,2841.2105330009135
3102,2841.703378849773
3103,2842.196222331617
3104,2842.6890634544493
3105,2843.181902226263
3106,2843.6747386550437
3107,2844.167572748767
3108,2844.6604045154004
3109,2845.1532339629002
3110,2845.6460610992176
3111,2846.1388859322915
3112,2846.6317084700527
3113,2847.124528720425
3114,2847.617346691321
3115,2848.1101623906447
3116,2848.602975826293
3117,2849.095787006152
3118,2849.5885959381
3119,2850.081402630006
3120,2850.57420708973
3121,2851.0670093251247
3122,2851.559809344032
3123,2852.052607154286
3124,2852.545402763712
3125,2853.038196180127
3126,2853.530987411338
3127,2854.0237764651447
3128,2854.516563349337
3129,2855.0093480716964
3130,2855.502130639996
3131,2855.9949110620005
3132,2856.4876893454643
3133,2856.9804654981353
3134,2857.473239527751
3135,2857.9660114420412
3136,2858.458781248727
3137,2858.9515489555206
3138,2859.4443145701266
3139,2859.9370781002385
3140,2860.429839553544
3141,2860.92259893772
3142,2861.415356260438
3143,2861.908111529357
3144,2862.4008647521296
3145,2862.8936159364002
3146,2863.386365089804
3147,2863.8791122199673
3148,2864.3718573345095
3149,2864.864600441039
3150,2865.3573415471583
3151,2865.8500806604593
3152,2866.3428177885276
3153,2866.8355529389387
3154,2867.3282861192597
3155,2867.8210173370508
3156,2868.3137465998616
3157,2868.806473915235
3158,2869.299199290706
3159,2869.791922733799
3160,2870.2846442520313
3161,2870.777363852912
3162,2871.2700815439425
3163,2871.762797332614
3164,2872.255511226411
3165,2872.7482232328093
3166,2873.2409333592755
3167,2873.7336416132694
3168,2874.2263480022416
3169,2874.7190525336355
3170,2875.211755214884
3171,2875.7044560534137
3172,2876.1971550566427
3173,2876.6898522319807
3174,2877.1825475868286
3175,2877.67524112858
3176,2878.1679328646196
3177,2878.660622802325
3178,2879.1533109490647
3179,2879.6459973121982
3180,2880.1386818990795
3181,2880.631364717052
3182,2881.124045773451
3183,2881.616725075606
3184,2882.1094026308374
3185,2882.6020784464554
3186,2883.0947525297647
3187,2883.587424888061
3188,2884.0800955286322
3189,2884.572764458757
3190,2885.065431685708
3191,2885.558097216749
3192,2886.0507610591344
3193,2886.543423220112
3194,2887.0360837069225
3195,2887.5287425267966
3196,2888.0213996869575
3197,2888.514055194621
3198,2889.0067090569964
3199,2889.4993612812814
3200,2889.992011874669
3201,2890.4846608443427
3202,2890.9773081974786
3203,2891.469953941244
3204,2891.9625980828005
3205,2892.455240629299
3206,2892.947881587886
3207,2893.4405209656966
3208,2893.9331587698593
3209,2894.4257950074957
3210,2894.9184296857184
3211,2895.411062811633
3212,2895.903694392338
3213,2896.3963244349216
3214,2896.888952946466
3215,2897.3815799340446
3216,2897.8742054047257
3217,2898.3668293655664
3218,2898.8594518236177
3219,2899.352072785923
3220,2899.844692259518
3221,2900.3373102514297
3222,2900.829926768678
3223,2901.3225418182756
3224,2901.815155407227
3225,2902.307767542529
3226,2902.8003782311703
3227,2903.2929874801334
3228,2903.7855952963914
3229,2904.278201686912
3230,2904.770806658652
3231,2905.263410218564
3232,2905.75601237359
3233,2906.248613130667
3234,2906.7412124967227
3235,2907.233810478678
3236,2907.726407083446
3237,2908.219002317932
3238,2908.711596189034
3239,2909.204188703643
3240,2909.6967798686414
3241,2910.1893696909046
3242,2910.6819581773007
3243,2911.1745453346894
3244,2911.667131169925
3245,2912.1597156898524
3246,2912.6522989013088
3247,2913.144880811126
3248,2913.637461426126
3249,2914.1300407531244
3250,2914.6226187989296
3251,2915.1151955703426
3252,2915.607771074157
3253,2916.100345317158
3254,2916.592918306125
3255,2917.085490047828
3256,2917.5780605490313
3257,2918.0706298164914
3258,2918.5631978569572
3259,2919.0557646771717
3260,2919.5483302838675
3261,2920.040894683772
3262,2920.5334578836055
3263,2921.0260198900796
3264,2921.5185807099006
